,Price,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,PreviousSalePrice
1408,158545.4049,995.86,2,467.67,30.89,2.44,2.42,93.92,1.43,145371.9187
1409,164865.8263,550.0,1,181.29,53.97,9.49,0.12,96.63,1.95,100673.0265
1410,682875.7818,1940.29,3,795.7,61.26,37.89,19.52,87.32,1.44,540145.099
1411,347521.6518,1130.98,3,728.38,7.6,72.66,26.38,88.87,1.08,575282.8217
1412,228217.1805,1557.14,1,124.6,34.25,75.82,28.92,90.66,1.87,174333.8793
1413,290215.0327,1265.16,1,636.71,38.04,60.39,39.29,93.53,1.2,304450.5272
1414,506532.904,1431.12,1,579.17,15.22,27.48,8.22,86.57,0.62,386058.659
1415,408199.614,818.85,1,123.91,32.19,12.11,14.68,95.16,1.73,279702.9077
1416,95153.23721,1013.78,1,258.82,24.69,83.44,8.55,94.59,1.53,3032.312499
1417,462194.2771,1048.34,2,1239.55,39.38,40.77,6.13,90.29,1.77,470563.7363
1418,182530.0161,938.02,1,130.91,22.04,19.66,23.46,94.91,1.66,112062.5659
1419,279867.7461,1033.49,3,326.57,37.44,45.38,25.52,95.1,0.37,259407.6885
1420,339846.8397,550.0,2,31.28,79.44,22.87,43.68,91.83,1.67,206257.3529
1421,142295.662,550.0,1,232.45,32.01,73.54,28.42,87.21,1.03,109654.2232
1422,380664.6365,839.48,2,279.98,19.65,96.64,48.28,89.24,0.56,317937.2615
1423,182527.0627,608.41,2,500.72,59.42,133.6,30.95,87.55,1.85,72050.01134
1424,186531.7629,550.0,1,433.28,66.58,42.5,2.46,92.35,1.48,91146.87913
1425,214365.1076,550.0,1,380.43,10.91,73.1,38.07,94.03,1.8,82390.42879
1426,464114.6722,1678.0,2,269.96,40.49,110.61,0.28,91.97,1.84,333968.6957
1427,445395.1191,1146.96,2,263.16,34.1,67.66,16.38,94.41,2.11,412753.4929
1428,203330.5476,800.65,1,924.14,28.2,75.68,26.9,90.85,2.16,221897.7729
1429,250219.6031,958.82,1,475.59,48.48,36.82,6.98,88.73,1.88,167208.1095
1430,383100.28,1506.8,1,371.52,9.67,88.74,41.96,97.46,1.63,215383.9114
1431,146466.797,965.39,1,895.86,35.35,57.21,0.91,97.6,2.25,66921.81516
1432,410196.7071,1255.64,4,625.39,6.03,46.96,2.72,91.14,1.48,662887.2926
1433,667022.0286,847.43,3,424.46,53.6,28.76,18.96,99.9,0.9,747768.3675
1434,499696.5864,1069.5,1,606.66,15.72,20.77,23.65,90.86,0.47,716331.0072
1435,481402.8049,1001.9,4,600.67,27.83,109.23,41.57,89.18,1.52,563708.0922
1436,167842.3834,1184.42,1,374.27,49.89,48.83,25.91,91.13,2.05,85560.50228
1437,227420.7281,550.0,1,284.84,35.03,6.12,29.69,98.88,2.38,134835.3143
1438,326152.9331,1702.8,4,691.93,9.49,17.33,4.19,93.75,1.62,735956.2095
1439,210158.5888,550.0,1,734.97,42.68,39.9,11.18,91.14,2.0,182313.1519
1440,423666.1849,1164.87,2,501.71,64.9,48.85,8.81,84.83,1.46,404157.5966
1441,272175.1689,550.0,1,78.01,38.2,23.61,11.65,87.43,1.72,204425.7091
1442,276745.1316,550.0,5,519.1,23.41,55.3,5.52,86.12,0.53,480559.1
1443,121511.9327,739.23,2,472.3,37.34,43.04,9.92,89.77,1.85,45843.39588
1444,200405.0955,550.0,2,423.64,61.21,10.81,1.85,90.66,2.0,92819.1076
1445,301249.9623,1476.26,2,256.84,38.87,73.67,31.98,81.76,1.21,486676.3273
1446,360685.9972,1196.63,2,609.7,31.65,21.38,20.32,99.9,1.05,268724.3436
1447,423935.6588,1546.85,4,350.83,49.94,9.02,23.96,93.99,1.41,579950.8564
1448,527756.2985,1434.43,4,370.18,20.76,66.2,1.09,93.39,1.1,381954.5133
1449,295324.819,937.66,2,459.2,42.84,1.24,17.81,90.94,1.78,253966.7719
1450,392351.1221,1114.83,2,315.97,17.94,62.92,8.29,98.47,1.96,455141.6568
1452,391586.6612,1010.84,2,643.57,30.64,73.02,7.96,88.69,1.02,481565.8687
1453,333524.6641,864.12,2,306.02,51.99,34.27,21.52,91.31,1.63,266136.7494
1454,223665.42,1844.94,2,1202.52,63.25,20.67,5.02,99.9,1.49,312876.4707
1455,553869.8339,1943.54,3,418.46,28.06,44.41,7.62,99.9,1.57,410027.1923
1456,180908.3476,1191.88,1,190.24,49.65,79.96,19.56,95.06,1.6,88816.21445
1457,445799.2446,1648.71,3,817.04,50.29,13.37,10.32,84.28,1.79,313643.8912
1458,126222.5514,550.0,1,319.36,57.92,63.32,30.23,83.63,2.07,47091.25276
1459,469711.9726,727.21,2,909.97,55.57,26.54,23.48,87.87,1.94,431243.6665
1460,357397.9156,1167.16,2,765.47,13.18,89.86,13.23,99.9,0.49,310091.3441
1461,260065.2432,744.96,2,590.96,52.28,112.59,7.61,89.05,1.68,209046.9579
1462,276102.4432,550.0,2,367.33,39.13,130.9,19.25,93.81,1.33,119814.667
1463,234631.3808,550.0,4,671.1,37.65,51.43,36.45,99.9,1.01,254636.9307
1464,247501.9945,618.65,1,524.09,77.3,91.55,13.44,83.97,1.82,197873.421
1465,409778.0401,1545.27,1,456.73,35.74,34.96,39.69,99.9,1.22,378949.6684
1466,345417.8795,919.65,2,1094.1,13.4,45.01,1.36,95.92,1.07,280670.5217
1467,318018.4118,1029.83,2,393.99,49.11,46.67,17.87,92.3,1.18,478800.6474
1468,286534.2868,1562.16,2,732.51,29.29,92.86,12.84,92.6,0.98,592476.0572
1469,492346.072,2047.85,2,667.98,28.65,42.05,4.53,99.9,1.02,576056.9844
1470,133765.0137,550.0,1,244.84,44.41,42.51,9.59,87.68,2.05,68329.73167
1471,180984.9615,809.47,3,549.16,44.95,44.15,11.02,99.9,0.94,196166.039
1472,161515.2686,550.0,2,831.02,49.5,76.26,17.93,92.82,1.54,136138.627
1473,175103.9545,961.04,1,627.06,26.32,71.28,15.07,96.88,2.26,197876.7237
1474,327410.5192,1051.52,3,282.39,50.93,97.33,30.19,93.01,2.46,395432.9156
1475,395125.7018,1230.69,1,311.8,43.25,117.42,5.49,99.9,2.74,332910.0212
1476,446524.2008,550.0,4,720.12,35.58,15.37,9.66,90.3,1.26,341530.2789
1477,620643.526,2027.42,3,659.36,16.38,11.6,20.56,94.64,1.84,553698.2179
1478,194939.3225,1029.58,1,536.85,0.22,5.11,4.88,96.79,1.65,209947.6722
1479,254496.9435,550.0,1,626.47,29.29,85.79,7.49,96.44,2.01,219831.0418
1480,284206.287,1685.09,2,865.25,47.63,37.5,19.54,99.04,0.57,294913.7048
1481,241041.2506,1154.99,3,519.21,21.72,56.55,22.92,97.49,1.7,319065.9759
1482,94313.99041,573.32,1,447.77,18.2,72.06,39.48,84.58,1.83,13035.67124
1483,337587.7422,933.75,2,918.93,33.12,50.43,5.23,94.39,1.58,322777.4682
1484,527658.2448,1312.86,3,617.99,53.96,28.26,0.97,91.82,1.02,360804.7154
1485,203962.6062,658.34,1,606.72,36.31,52.05,25.97,91.28,1.61,96394.0924
1486,110427.8589,838.47,1,219.28,55.18,58.02,17.35,90.83,1.65,29913.51861
1487,127257.9956,651.19,2,285.4,46.53,33.06,13.24,97.83,1.87,48380.39167
1488,288943.0812,1004.55,2,82.68,4.07,18.75,21.64,97.75,0.19,298558.1423
1489,200723.3825,791.03,2,649.05,40.72,88.7,21.76,99.9,0.96,83223.89608
1490,156066.8081,550.0,2,428.74,27.83,50.57,23.95,89.23,1.62,126110.5656
1491,265407.0054,1505.14,2,385.07,36.62,60.84,27.63,99.9,1.87,354872.1904
1492,162230.1013,803.03,1,381.95,2.6,61.83,41.89,99.46,1.17,174861.1223
1493,544101.1038,1440.01,2,1298.7,30.7,76.32,0.68,97.87,1.47,303661.4285
1494,636344.946,894.63,4,980.29,28.61,34.16,14.92,99.08,1.51,540195.1268
1495,283082.2691,1655.22,1,564.2,48.38,43.84,7.99,99.0,0.46,354848.5364
1496,98056.79277,550.0,1,481.26,6.05,18.74,46.29,95.36,1.91,-475.9367002
1497,243174.9977,1017.07,2,789.29,59.74,48.95,40.93,97.57,1.95,267968.3579
1498,282994.8668,1765.92,4,903.8,19.59,34.07,19.04,99.9,1.37,470617.3801
1499,222605.2271,1034.82,2,782.79,21.05,17.64,42.63,97.55,1.91,265783.9819
1500,330587.3834,1792.82,4,888.46,58.87,54.53,11.97,98.96,1.42,472433.1429
1501,479105.0217,1074.5,3,230.39,45.71,30.13,34.37,95.74,1.41,415802.3512
1502,122016.6518,1033.74,1,815.76,7.63,137.0,27.3,95.02,1.93,22891.25316
1503,703875.7556,1572.82,2,447.27,45.01,59.58,12.41,99.9,1.42,450274.1817
1504,394010.6991,1627.28,4,681.23,6.11,27.34,22.61,99.9,1.43,507541.1609
1505,261413.5934,1348.57,2,623.4,34.17,23.68,11.21,97.94,2.13,154578.4452
1506,169487.1027,993.91,1,489.9,7.91,1.62,29.1,92.23,1.2,118845.8812
1507,235334.2782,550.0,3,535.29,2.7,21.47,24.87,99.9,0.98,140169.681
1508,316637.9282,1311.71,3,76.43,41.24,55.07,17.34,82.0,2.63,295693.6727
1509,107785.5137,550.0,1,316.28,32.55,58.96,26.33,91.82,1.5,32505.21158
1510,123995.3891,1197.81,2,628.9,2.21,24.35,15.88,98.21,1.81,37002.76829
1511,134257.9645,993.75,1,608.05,46.55,43.96,12.34,99.9,1.93,78268.39881
1512,273513.7158,1604.33,3,284.84,5.26,76.78,31.67,86.14,0.79,391905.8819
1513,141570.5959,739.52,1,242.38,40.47,70.56,12.92,93.71,1.31,55082.70931
1514,365322.3062,1366.27,1,43.72,46.69,28.66,17.51,94.01,2.12,418035.8591
1515,501703.1151,1313.64,3,761.28,26.27,19.15,8.72,96.97,1.35,460623.2989
1516,192298.4441,550.67,2,546.54,40.36,82.19,4.53,94.23,0.86,189334.7939
1517,206608.4814,676.49,3,1080.43,24.15,8.21,14.63,91.05,1.34,262636.3451
1518,160415.9956,995.09,1,106.72,0.57,53.69,10.07,93.47,0.45,201390.223
1519,115916.9002,794.53,2,510.42,6.72,22.19,33.23,92.87,1.08,40286.07127
1520,182665.8412,550.0,2,522.98,39.22,30.25,38.69,90.46,1.69,132611.8342
1521,135753.3354,550.0,2,491.76,54.29,6.74,8.57,99.9,1.42,96622.39041
1522,256531.8918,1065.11,4,950.21,37.43,77.58,18.98,91.82,1.58,419170.9819
1523,229305.9829,805.18,3,949.4,58.93,20.4,21.02,89.88,0.92,270707.5242
1524,356015.9725,550.0,4,304.92,58.32,10.43,21.46,97.14,0.85,453043.1062
1525,168532.7932,768.03,2,647.89,33.47,17.75,50.11,87.96,1.9,168849.9977
1526,263745.9375,1300.04,2,554.01,19.04,47.27,7.89,92.4,1.93,331499.7481
1527,114429.4825,550.0,2,57.78,40.94,83.37,21.25,98.4,2.62,46487.12136
1528,141089.2376,550.0,2,89.67,44.39,43.52,6.08,93.45,2.04,112890.4314
1529,624890.7904,1636.28,3,964.29,24.94,11.8,16.8,95.6,0.95,435916.3472
1530,575487.0117,2136.41,1,11.28,22.41,41.67,16.51,93.31,1.1,398066.5024
1531,172043.805,859.61,1,541.62,16.86,25.64,8.63,92.2,1.26,114958.2131
1532,352118.863,1689.64,4,417.65,14.38,79.72,33.86,99.77,0.77,364517.3556
1533,400906.5969,1138.68,3,491.93,73.34,33.91,12.12,91.81,1.74,729674.8945
1535,294184.9964,754.89,3,552.49,14.42,49.98,27.06,97.77,1.37,354025.0532
1537,205937.7401,550.0,2,811.75,38.21,68.45,20.72,95.19,0.66,221157.2926
1538,458131.6722,550.0,3,1208.95,21.54,39.81,0.17,99.8,0.82,502736.146
1539,547121.0113,550.0,3,862.8,28.86,68.23,1.65,92.26,1.77,408307.0565
1541,246595.8337,550.0,2,249.07,14.86,19.63,22.39,98.22,2.05,198563.0132
1542,196980.4189,1038.76,2,185.31,50.89,37.25,7.86,89.52,2.34,239326.6613
1543,538054.4792,1297.73,3,169.06,34.86,87.08,19.98,94.78,1.14,380363.8356
1544,380782.1881,1523.56,3,665.9,39.7,68.25,12.31,90.79,0.66,463829.3102
1545,328992.1202,1339.34,1,508.8,41.49,5.21,18.88,99.9,0.59,754693.8442
1546,164736.9291,550.36,4,459.03,33.28,0.73,20.08,91.7,2.17,130780.0944
1547,253480.6175,1119.46,3,828.44,26.99,70.06,23.52,99.65,0.74,246008.2978
1548,129552.4041,1039.42,1,886.9,45.63,87.4,17.57,87.52,1.25,85991.71291
1549,271519.0458,1209.01,3,467.9,12.94,4.93,7.97,88.04,1.08,272168.7346
1551,189542.5624,846.02,2,272.41,35.7,21.25,21.79,93.5,1.55,186678.5903
1552,248378.5744,550.0,1,499.1,50.5,103.2,24.91,93.0,1.91,146946.0182
1553,285620.1963,1305.88,1,686.75,41.84,14.8,8.47,86.93,2.13,427213.2026
1554,237388.69,550.0,2,30.73,36.44,59.83,5.28,93.61,1.49,348635.8927
1555,196851.6501,1076.3,2,458.96,55.02,120.99,5.26,97.17,2.46,100737.4855
1556,432094.8602,1837.46,2,752.13,29.17,16.1,3.2,91.8,1.43,581342.7131
1557,240067.7589,1135.98,2,410.51,22.02,34.96,16.52,89.43,1.49,301882.3992
1558,159697.2896,550.0,1,811.06,46.9,16.45,21.91,97.24,1.09,90460.73789
1559,208333.7138,634.94,1,68.44,68.17,78.63,5.01,98.52,2.08,110874.2388
1560,230955.7823,550.0,2,716.21,11.33,50.98,26.3,88.24,2.06,190815.1927
1561,156320.3125,550.0,1,1016.53,27.39,36.57,24.05,91.73,1.18,146985.5722
1562,175781.7126,550.0,1,385.1,30.07,103.12,2.96,86.17,2.19,82069.57737
1563,189156.7895,550.0,2,883.76,53.94,9.79,3.3,90.46,1.61,86611.44972
1564,170256.9448,852.26,2,668.19,15.78,49.33,33.99,99.9,0.98,201881.6755
1565,244814.255,1093.75,1,558.96,20.56,44.17,29.92,99.9,0.6,284987.3859
1566,224714.8667,550.0,2,266.08,25.89,86.7,18.05,91.8,2.34,97643.74363
1567,86238.83042,550.0,1,65.14,37.18,46.18,13.68,88.29,1.58,3265.228971
1570,243836.8679,940.49,1,622.82,32.99,23.83,14.69,99.9,1.84,224547.4302
1571,99606.59665,550.0,1,571.64,54.01,34.95,26.37,94.26,1.8,17001.24023
1572,167086.2464,554.58,2,241.76,32.82,38.4,43.17,94.63,1.79,72731.99231
1573,407702.4333,1175.26,2,60.38,6.64,8.5,4.04,99.9,1.66,466201.2045
1574,146184.7259,550.0,2,429.64,58.68,66.79,2.18,90.06,1.55,133326.609
1575,329648.5927,1048.47,2,1122.05,22.77,44.04,5.12,97.68,1.19,237731.8917
1576,425810.8387,1559.56,3,215.68,37.91,51.96,9.27,90.21,0.54,492878.5159
1577,410111.4298,870.82,2,333.83,61.22,16.33,20.31,86.92,1.28,352459.3952
1578,340049.7139,550.0,4,171.28,35.73,0.36,9.93,98.57,0.99,222675.2737
1579,342147.8498,1068.98,2,220.82,42.13,50.32,2.91,92.69,1.07,314198.2434
1581,497520.4481,1804.67,2,45.76,37.4,47.95,9.73,95.39,0.66,588325.9129
1582,119060.3116,910.01,1,445.46,60.32,23.06,46.47,96.48,1.07,28282.13131
1583,478380.1245,1220.62,3,634.88,55.9,70.15,1.98,91.75,1.62,494261.7138
1584,312374.5689,1295.0,1,369.44,42.76,1.49,40.38,93.77,0.73,259833.0117
1585,421138.8424,1565.15,1,647.98,25.19,43.21,14.96,95.46,1.41,292968.0462
1586,256951.6967,550.0,3,346.81,34.1,24.12,16.11,83.47,1.64,126214.6734
1587,104345.7119,767.45,1,152.8,50.37,136.27,1.41,89.51,1.41,5847.465138
1588,311996.9285,791.8,3,388.11,39.59,49.64,32.9,95.1,1.24,224099.3285
1589,127203.659,1019.29,3,213.36,46.16,44.75,44.77,96.64,1.26,59072.23737
1590,209231.3155,590.02,2,906.82,77.49,75.04,17.97,99.9,1.75,183897.2521
1591,169634.2876,1408.62,1,10.2,60.58,7.86,29.47,98.42,2.43,143776.0267
1592,377484.9406,2054.6,2,217.02,6.62,100.16,8.65,93.5,1.67,449067.9588
1593,346232.2238,1578.44,3,331.71,22.33,13.24,14.24,98.64,0.99,426162.4888
1594,377300.6063,1100.96,2,627.73,55.11,53.72,21.15,95.06,1.43,331243.5628
1595,247148.1142,1073.95,3,663.46,36.18,59.85,15.17,94.52,1.07,330775.3341
1596,157531.1689,1026.14,2,734.29,25.87,52.25,15.83,90.13,0.7,78687.65144
1597,138465.3329,837.37,1,235.1,51.05,53.22,36.03,99.9,1.63,104559.7288
1598,136866.0138,965.04,1,539.41,23.36,74.8,4.53,89.13,0.87,109526.7039
1599,335653.1603,783.91,2,515.91,41.84,74.19,19.26,93.42,1.63,276269.4927
1600,409528.0416,1140.2,2,441.71,33.81,40.89,3.4,88.79,2.01,247131.6911
1601,149978.7022,675.68,1,345.13,13.41,87.16,14.24,90.07,1.6,96778.96605
1602,506058.193,701.55,3,1113.83,43.68,11.83,3.95,98.21,1.28,389339.7582
1603,213808.0303,550.0,1,688.12,27.67,13.27,39.64,95.8,1.26,135618.0739
1604,439868.0525,1080.01,3,829.61,30.08,85.81,16.2,96.61,1.54,296080.8125
1605,172778.1646,891.48,1,452.06,14.33,37.03,11.9,92.89,1.6,155458.3273
1606,513827.4323,1472.3,2,197.86,15.23,24.32,17.03,99.9,1.32,374688.5308
1607,228166.625,795.85,1,470.16,44.62,52.44,21.81,98.08,1.16,227924.5633
1608,295184.9616,1524.01,2,658.44,40.87,140.11,21.12,97.62,1.28,421787.3001
1609,351693.9419,1670.63,2,313.01,40.71,3.01,3.86,92.99,1.46,251452.2868
1610,288091.6363,1179.79,3,348.42,19.98,57.55,0.71,92.63,0.93,217238.0406
1611,233490.1751,634.09,3,939.24,14.49,61.1,14.91,94.69,0.61,331136.5415
1612,194056.4015,1123.25,1,798.65,23.07,43.08,11.1,92.46,1.26,273324.5672
1613,155245.5635,550.0,1,130.61,31.0,49.05,15.2,93.28,1.4,74370.6469
1614,169402.8034,550.0,2,424.07,43.05,16.06,26.29,91.82,2.42,67696.06394
1615,108553.5522,795.4,1,893.35,4.32,61.43,15.74,87.3,1.31,22708.92432
1616,167488.2899,550.0,3,255.02,5.94,73.39,28.17,96.21,1.49,114430.5402
1617,129571.1343,550.0,3,179.5,42.87,75.7,6.09,87.27,2.42,49650.41995
1619,293437.225,550.0,3,852.7,42.0,30.05,6.89,95.44,1.51,222787.3257
1620,247243.8197,1580.25,1,388.2,65.62,4.15,18.67,92.22,0.78,183573.3044
1621,650855.1678,1628.72,3,462.37,45.91,19.92,0.75,99.9,0.63,544429.877
1622,111889.5615,1280.96,1,69.82,14.58,55.93,22.95,92.65,1.6,14301.83711
1623,656481.0341,1032.27,3,623.62,43.23,2.8,15.21,92.82,0.86,405649.2224
1624,164903.4879,873.02,2,32.49,6.9,8.46,10.77,94.91,0.97,113319.7806
1625,557363.1589,1622.41,2,949.82,18.6,7.95,4.08,97.71,1.21,580959.1933
1626,95856.1153,550.0,1,816.83,15.82,1.96,8.98,90.61,0.79,15494.6484
1627,423641.3572,690.37,4,694.65,10.43,36.69,6.95,97.07,1.3,457590.9517
1629,375822.6095,1204.28,2,327.57,40.12,49.44,39.04,91.22,1.05,222074.0688
1630,261183.9614,1263.08,2,907.5,26.35,81.52,29.64,94.76,1.46,539869.4181
1631,123982.6111,1068.13,1,234.66,24.13,59.27,18.62,90.44,1.41,67884.50486
1632,92650.1848,587.65,1,802.66,5.36,18.02,4.61,93.54,1.19,-2310.361085
1633,244754.6816,550.0,3,875.37,8.56,45.64,27.66,84.63,1.61,177724.2175
1634,160956.7799,550.0,3,453.68,64.03,33.29,21.01,92.04,0.99,157749.5487
1635,113315.5207,550.0,1,91.68,15.9,43.98,8.52,89.22,1.28,25056.4625
1636,208455.2275,807.07,3,776.91,63.34,37.86,27.42,90.44,1.42,186429.1329
1637,435343.9722,550.0,1,323.78,23.33,98.04,48.26,89.85,1.79,424867.6733
1638,127357.2851,907.36,1,52.38,25.11,50.66,10.92,90.75,1.39,84146.97603
1639,177882.2157,550.0,1,236.62,20.36,62.2,13.45,92.61,2.19,159752.1044
1640,220116.8995,1510.32,2,688.98,44.06,15.78,25.66,93.37,2.0,262037.5921
1641,568686.5643,1258.98,2,408.25,11.81,134.89,22.47,95.75,1.18,382632.6063
1642,240754.6703,550.0,3,31.81,42.39,131.09,11.39,99.9,1.04,253004.762
1643,181669.9418,1246.25,1,429.54,24.7,91.27,18.66,99.88,1.52,61520.94507
1644,297423.1277,1227.28,2,220.51,17.46,9.8,6.4,97.76,0.88,295875.2316
1645,306037.9859,748.14,3,1014.94,11.34,43.58,3.86,92.45,1.2,364583.6897
1646,177099.3657,783.28,5,1079.27,26.29,57.1,8.5,99.9,1.01,202902.1007
1647,193579.1699,1165.33,2,218.34,41.48,98.74,15.92,94.39,1.89,120312.4331
1648,517953.9197,1476.34,2,229.58,8.67,85.14,19.47,97.3,1.78,510224.7979
1649,218689.6891,550.47,3,476.61,39.25,46.48,17.9,93.54,1.15,248249.6169
1651,170712.7342,550.0,3,824.51,30.05,52.35,30.59,93.41,1.18,85564.36574
1652,235726.9397,550.0,2,93.26,7.27,3.29,6.35,99.9,1.25,242795.8395
1653,125330.8811,1000.46,1,354.08,37.13,18.18,26.4,99.9,0.96,75254.66871
1654,144004.2554,914.2,2,306.21,51.44,69.26,38.6,99.9,1.61,70508.59274
1655,453167.7797,1057.49,2,821.7,81.73,103.79,38.51,97.78,0.84,294568.6723
1657,111832.2326,550.0,2,416.82,76.85,94.4,34.73,90.83,1.19,43496.07081
1658,348766.8704,1607.44,2,540.91,30.53,29.46,15.68,85.86,1.81,287814.3438
1659,152213.1533,749.4,1,294.14,58.3,26.75,15.34,89.79,1.42,112557.7842
1660,177609.5261,886.52,2,534.52,25.01,113.49,21.47,92.03,1.65,110054.3896
1661,497529.3938,1370.13,2,350.81,60.61,96.41,21.33,83.72,1.2,404468.5623
1662,292786.7026,550.0,2,241.6,6.62,18.61,12.89,97.08,0.91,449641.3368
1663,179635.891,785.53,1,3.86,40.31,122.62,12.29,88.42,2.23,127101.7368
1664,436973.091,1042.11,1,378.48,53.36,36.26,15.08,94.14,1.73,265844.5453
1665,381701.4755,805.92,2,506.72,48.26,33.74,19.21,85.36,2.07,346141.043
1667,256469.5086,1116.97,2,327.03,23.06,74.35,19.53,99.9,1.4,521084.6089
1668,481998.8766,1722.1,3,470.68,8.24,5.96,27.78,99.75,1.4,295636.1385
1669,216370.6087,907.67,1,188.41,19.17,35.33,22.88,96.6,1.59,332738.0215
1670,300827.0014,550.0,4,343.24,52.21,7.92,11.55,90.03,1.2,522543.267
1671,459045.6798,550.0,4,237.86,26.34,97.71,6.32,97.57,1.91,494286.8668
1672,221604.3822,1030.61,2,1131.48,21.85,35.21,28.41,99.9,1.3,200968.0919
1673,201806.9634,550.0,3,421.2,9.06,40.52,30.66,97.73,1.87,188859.3625
1674,134947.6784,571.32,1,46.44,6.49,40.84,14.63,88.62,1.5,49422.98281
1675,107628.6258,907.08,2,81.64,23.46,45.71,32.25,87.67,1.06,14314.1817
1676,267812.1871,550.0,3,660.54,51.53,29.47,10.05,85.65,1.16,205028.3889
1678,180759.8499,550.0,1,317.27,3.71,7.01,5.06,95.18,0.99,152379.8568
1679,240373.1799,1556.84,1,447.06,7.5,6.57,7.18,96.56,0.81,244774.2891
1680,256224.6335,550.0,2,111.62,35.94,54.93,4.39,89.65,1.3,178417.543
1681,417791.9417,748.24,1,512.22,28.84,66.33,3.48,93.76,1.28,391672.986
1682,214647.8654,945.11,3,415.9,19.51,15.62,9.86,95.08,1.89,196599.0676
1683,101913.16,550.0,1,30.12,43.77,88.28,46.39,88.73,1.03,21085.8632
1684,189580.6762,711.33,2,571.29,66.96,5.4,0.52,88.44,0.95,123542.7929
1685,147459.0361,599.67,1,567.3,24.42,57.67,5.56,95.51,1.91,75961.6813
1686,702265.437,902.27,3,745.2,83.45,10.92,20.64,84.19,1.99,643248.6309
1687,386169.5096,550.0,4,261.13,38.17,49.37,7.88,95.09,1.54,508513.1038
1688,163677.9423,550.0,1,173.52,5.12,84.68,12.89,99.9,2.0,111433.2985
1689,220514.6841,1293.6,2,1025.95,23.57,127.04,1.87,95.67,2.43,211736.7693
1690,294936.6514,1556.12,2,424.17,49.12,28.06,8.45,95.1,1.2,201448.0371
1691,357762.5729,550.0,2,679.14,25.31,70.29,1.38,93.02,2.12,216594.5511
1694,253375.0876,869.01,1,352.77,28.99,25.24,19.03,93.67,1.35,208131.7245
1695,376483.678,645.07,2,910.19,15.49,20.42,25.89,93.21,1.16,314845.9394
1696,417684.3441,993.33,3,16.87,13.15,18.18,3.19,93.59,1.15,377298.0136
1697,331432.4774,1361.08,3,932.45,46.14,116.42,20.88,84.7,2.04,435374.5837
1698,514204.7866,1167.07,2,284.86,52.42,37.93,24.67,99.08,1.93,333158.1769
1699,283015.6816,1406.82,1,409.31,22.98,53.6,28.52,94.09,1.15,214125.9751
1700,290146.0416,550.0,3,723.09,24.33,32.95,5.84,86.76,1.73,269262.4549
1701,235650.3565,844.95,1,249.42,11.38,67.03,35.55,91.49,1.43,290280.4317
1702,438008.3095,1194.4,2,145.74,25.85,106.45,2.8,96.07,1.95,268462.3843
1703,336760.6472,785.66,2,202.36,1.52,76.79,13.36,89.5,1.26,276838.2444
1704,251869.3825,760.38,2,412.28,18.79,52.42,13.73,92.11,1.43,156843.2499
1705,168100.8249,828.83,2,65.86,39.8,1.69,31.84,92.15,1.15,93677.63653
1706,163050.2762,1045.42,1,756.05,4.95,1.18,23.68,99.4,1.56,121425.0194
1707,169656.4261,1070.43,1,506.56,31.68,56.47,27.96,92.62,2.35,53892.2552
1708,550806.2523,1156.86,4,299.83,15.05,12.72,6.58,99.9,0.69,457005.2394
1709,223632.8578,1323.79,2,536.97,40.8,62.91,11.97,90.5,1.43,204340.3361
1710,264770.1768,1613.59,1,1070.89,8.74,40.59,28.63,99.39,1.52,407881.7673
1711,173230.4008,1243.54,1,511.24,53.02,38.65,11.35,99.69,1.34,193862.9096
1712,343116.7513,1999.89,2,597.96,47.36,6.92,3.84,99.9,1.26,663765.2402
1713,176840.4863,550.0,3,1110.91,54.78,61.55,16.4,89.8,1.22,143483.6243
1714,608847.1727,1511.53,3,418.15,6.65,9.27,1.14,86.91,1.7,411975.0679
1715,251463.4563,1686.82,1,53.18,46.2,81.87,40.39,93.63,2.23,187247.6754
1716,452951.1228,1652.17,2,407.83,35.62,3.66,8.38,85.21,0.99,253389.9044
1717,199506.893,564.33,1,125.24,33.68,15.0,17.23,96.9,1.57,99428.30205
1718,456781.2492,1589.78,4,455.79,31.28,10.36,23.93,86.94,0.91,384441.1787
1719,284099.9844,1946.29,1,1042.52,48.61,68.75,19.94,99.9,0.67,352484.3008
1720,502007.3141,1643.35,4,546.83,34.01,29.02,14.47,96.88,1.81,409589.8859
1721,377664.7339,1903.55,2,1077.64,32.96,59.5,15.8,95.06,1.19,377469.5991
1723,319313.7717,1236.08,3,766.17,21.04,47.44,14.17,99.9,1.97,245361.4496
1724,522910.3839,1179.73,1,467.63,42.83,73.36,33.76,84.04,1.39,441968.1855
1725,270401.0649,2093.21,1,214.02,64.46,2.41,25.64,92.01,2.06,248293.8253
1726,245413.2988,550.0,2,710.67,45.21,45.91,31.41,81.17,2.07,248829.5324
1727,131183.6791,550.0,2,660.16,48.56,36.23,29.35,88.73,1.21,90448.53141
1728,317332.7509,1928.59,1,899.59,7.19,8.75,18.75,90.69,1.58,405213.1628
